out	species	is_representative	representative_out	ani_to_representative	reuse_eligible
Candida_albicans_LG283	Candida albicans	False	Candida_albicans_P75063	99.21	True
Candida_albicans_LG284	Candida albicans	False	Candida_albicans_P75063	99.21	True
Candida_albicans_LG285	Candida albicans	False	Candida_albicans_P75063	99.21	True
Candida_albicans_LG295	Candida albicans	False	Candida_albicans_P75063	99.21	True
Candida_albicans_LG296	Candida albicans	False	Candida_albicans_P75063	99.21	True
Candida_albicans_LG298	Candida albicans	False	Candida_albicans_P75063	99.21	True
Candida_albicans_M110-09	Candida albicans	False	Candida_albicans_P75063	99.18	True
Candida_albicans_M6	Candida albicans	False	Candida_albicans_P75063	99.57	True
Candida_albicans_MRPS01-UM-MY-2024	Candida albicans	False	Candida_albicans_P75063	99.11	True
Candida_albicans_N1_023	Candida albicans	False	Candida_albicans_P75063	99.19	True
Candida_albicans_N2_070	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_N5_264	Candida albicans	False	Candida_albicans_P75063	99.21	True
Candida_albicans_NCYC_4144	Candida albicans	False	Candida_albicans_P75063	99.09	True
Candida_albicans_NCYC_4145	Candida albicans	False	Candida_albicans_P75063	99.02	True
Candida_albicans_NCYC_4146	Candida albicans	False	Candida_albicans_P75063	99.57	True
Candida_albicans_NRRL_Y-12983	Candida albicans	False	Candida_albicans_P75063	99.11	True
Candida_albicans_P102-02A1	Candida albicans	False	Candida_albicans_P75063	99.0	True
Candida_albicans_P132-04	Candida albicans	False	Candida_albicans_P75063	99.54	True
Candida_albicans_P133-08	Candida albicans	False	Candida_albicans_P75063	98.96	False
Candida_albicans_P34048	Candida albicans	False	Candida_albicans_P75063	99.09	True
Candida_albicans_P37005	Candida albicans	False	Candida_albicans_P75063	99.14	True
Candida_albicans_P37037	Candida albicans	False	Candida_albicans_P75063	99.14	True
Candida_albicans_P37039	Candida albicans	False	Candida_albicans_P75063	99.14	True
Candida_albicans_P57055	Candida albicans	False	Candida_albicans_P75063	99.09	True
Candida_albicans_P57072	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_P60002	Candida albicans	False	Candida_albicans_P75063	99.18	True
Candida_albicans_P75010	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_P75016	Candida albicans	False	Candida_albicans_P75063	99.59	True
Candida_albicans_P75063	Candida albicans	True	Candida_albicans_P75063	100.0	False
Candida_albicans_P76055	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_P76067	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_P78042	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_P78048	Candida albicans	False	Candida_albicans_P75063	99.14	True
Candida_albicans_P87	Candida albicans	False	Candida_albicans_P75063	99.59	True
Candida_albicans_P94015	Candida albicans	False	Candida_albicans_P75063	99.09	True
Candida_albicans_PG4419B	Candida albicans	False	Candida_albicans_P75063	99.14	True
Candida_albicans_PYS4401	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_R1306	Candida albicans	False	Candida_albicans_P75063	99.07	True
Candida_albicans_R1910	Candida albicans	False	Candida_albicans_P75063	99.23	True
Candida_albicans_R2109	Candida albicans	False	Candida_albicans_P75063	99.61	True
Candida_albicans_R2109-2	Candida albicans	False	Candida_albicans_P75063	99.58	True
Candida_albicans_SC5314	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_SC5314-GTH12	Candida albicans	False	Candida_albicans_P75063	99.08	True
Candida_albicans_SC5314-P0	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_SCHI0007.S.7	Candida albicans	False	Candida_albicans_P75063	99.07	True
Candida_albicans_SCHI0007.S.8	Candida albicans	False	Candida_albicans_P75063	99.07	True
Candida_albicans_SCHI0007.S.9	Candida albicans	False	Candida_albicans_P75063	99.07	True
Candida_albicans_SCHI0011.S.3	Candida albicans	False	Candida_albicans_P75063	99.11	True
Candida_albicans_SCHI0011.S.4	Candida albicans	False	Candida_albicans_P75063	99.11	True
Candida_albicans_SCHI0011.S.5	Candida albicans	False	Candida_albicans_P75063	99.11	True
Candida_albicans_SCHI0076.S.3	Candida albicans	False	Candida_albicans_P75063	99.1	True
Candida_albicans_SCPM-O-F-2073_SDD009CA	Candida albicans	False	Candida_albicans_P75063	99.16	True
Candida_albicans_SCPM-O-F-2081_C24796-21	Candida albicans	False	Candida_albicans_P75063	98.93	False
Candida_albicans_SCPM-O-F-2143_C13353-23	Candida albicans	False	Candida_albicans_P75063	99.2	True
Candida_albicans_SP_CRL_000G1	Candida albicans	False	Candida_albicans_P75063	99.16	True
Candida_albicans_TIMM_1768	Candida albicans	False	Candida_albicans_P75063	99.02	True
Candida_albicans_UAB012-W3D5	Candida albicans	False	Candida_albicans_P75063	99.09	True
Candida_albicans_UAB012-W7D4	Candida albicans	False	Candida_albicans_P75063	99.08	True
Candida_albicans_UAB040-W3D3	Candida albicans	False	Candida_albicans_P75063	99.07	True
Candida_albicans_UAB090-W2D7	Candida albicans	False	Candida_albicans_P75063	99.06	True
Candida_albicans_UCSD	Candida albicans	False	Candida_albicans_P75063	98.47	False
Candida_albicans_WO-1	Candida albicans	False	Candida_albicans_P75063	99.13	True
Candida_albicans_Y1318A	Candida albicans	False	Candida_albicans_P75063	99.07	True
Candida_albicans_Y1501A	Candida albicans	False	Candida_albicans_P75063	99.07	True
Candida_anglica_28E1s-12	Candida anglica	True	Candida_anglica_28E1s-12	100.0	False
Candida_anglica_29B2s-10	Candida anglica	False	Candida_anglica_28E1s-12	99.99	True
Candida_anglica_29E1s-10	Candida anglica	False	Candida_anglica_28E1s-12	99.99	True
Candida_anglica_AOP28_C2_surf_bin_7	Candida anglica	False	Candida_anglica_28E1s-12	99.99	True
Candida_anglica_NRRL_Y-27079	Candida anglica	False	Candida_anglica_28E1s-12	99.7	True
Candida_anglica_VS_III_C_KN_3	Candida anglica	False	Candida_anglica_28E1s-12		False
Candida_anglica_Y-27079	Candida anglica	False	Candida_anglica_28E1s-12	99.72	True
Candida_boidinii	Candida boidinii	False	Candida_boidinii_Y01308	96.78	False
Candida_boidinii_CICC-33029	Candida boidinii	False	Candida_boidinii_Y01308	86.42	False
Candida_boidinii_Cb18	Candida boidinii	False	Candida_boidinii_Y01308	86.33	False
Candida_boidinii_DBVPG6799	Candida boidinii	False	Candida_boidinii_Y01308	86.46	False
Candida_boidinii_DBVPG7578	Candida boidinii	False	Candida_boidinii_Y01308	99.57	True
Candida_boidinii_DBVPG8035	Candida boidinii	False	Candida_boidinii_Y01308	99.31	True
Candida_boidinii_F119-09A	Candida boidinii	False	Candida_boidinii_Y01308	86.39	False
Candida_boidinii_GF002	Candida boidinii	False	Candida_boidinii_Y01308	93.76	False
Candida_boidinii_JCM_9604	Candida boidinii	False	Candida_boidinii_Y01308	99.98	True
Candida_boidinii_M7017B	Candida boidinii	False	Candida_boidinii_Y01308	86.41	False
Candida_boidinii_NBRC_10035	Candida boidinii	False	Candida_boidinii_Y01308	88.05	False
Candida_boidinii_NBRC_101490	Candida boidinii	False	Candida_boidinii_Y01308	97.74	False
Candida_boidinii_NBRC_10240	Candida boidinii	False	Candida_boidinii_Y01308	89.17	False
Candida_boidinii_NBRC_10329	Candida boidinii	False	Candida_boidinii_Y01308	99.61	True
Candida_boidinii_NBRC_10574	Candida boidinii	False	Candida_boidinii_Y01308	90.87	False
Candida_boidinii_NBRC_1967	Candida boidinii	False	Candida_boidinii_Y01308	99.36	True
Candida_boidinii_NDK27A1	Candida boidinii	False	Candida_boidinii_Y01308	86.39	False
Candida_boidinii_NRRL_Y-2332	Candida boidinii	False	Candida_boidinii_Y01308	99.91	True
Candida_boidinii_TOMC-Y13	Candida boidinii	False	Candida_boidinii_Y01308	99.54	True
Candida_boidinii_TOMC-Y47	Candida boidinii	False	Candida_boidinii_Y01308	99.48	True
Candida_boidinii_UNISS-Cb60	Candida boidinii	False	Candida_boidinii_Y01308	86.29	False
Candida_boidinii_Y01308	Candida boidinii	True	Candida_boidinii_Y01308	100.0	False
Candida_diddensiae	Candida diddensiae	True	Candida_diddensiae	100.0	False
Candida_diddensiae_NRRL_Y-7589T	Candida diddensiae	False	Candida_diddensiae	90.88	False
Candida_dubliniensis_CBS_11945	Candida dubliniensis	False	Candida_dubliniensis_CD36	99.91	True
Candida_dubliniensis_CBS_2747	Candida dubliniensis	False	Candida_dubliniensis_CD36	99.17	True
Candida_dubliniensis_CBS_8501	Candida dubliniensis	False	Candida_dubliniensis_CD36	99.92	True
Candida_dubliniensis_CD36	Candida dubliniensis	True	Candida_dubliniensis_CD36	100.0	False
Candida_dubliniensis_NRRL_Y-17841	Candida dubliniensis	False	Candida_dubliniensis_CD36	99.96	True
Candida_dubliniensis_SCHI0002.S.11	Candida dubliniensis	False	Candida_dubliniensis_CD36	99.92	True
Candida_dubliniensis_SCHI0014.S.1	Candida dubliniensis	False	Candida_dubliniensis_CD36	99.93	True
Candida_dubliniensis_SCPM-O-F-2142_C5203-23	Candida dubliniensis	False	Candida_dubliniensis_CD36	99.92	True
Candida_dubliniensis_UOB319	Candida dubliniensis	False	Candida_dubliniensis_CD36	99.91	True
Candida_dubliniensis_UOB320	Candida dubliniensis	False	Candida_dubliniensis_CD36	99.92	True
Candida_ipomoeae_NRRL_Y-27455T	Candida ipomoeae	False	Candida_ipomoeae_UWOPS_10-104.1	99.9	True
Candida_ipomoeae_UWOPS_01-141c3	Candida ipomoeae	False	Candida_ipomoeae_UWOPS_10-104.1	98.14	False
Candida_ipomoeae_UWOPS_10-104.1	Candida ipomoeae	True	Candida_ipomoeae_UWOPS_10-104.1	100.0	False
Candida_ipomoeae_UWOPS_99-324.1	Candida ipomoeae	False	Candida_ipomoeae_UWOPS_10-104.1	99.87	True
Candida_maltosa_NRRL_Y-17677	Candida maltosa	False	Candida_maltosa_Xu316	95.63	False
Candida_maltosa_Xu316	Candida maltosa	True	Candida_maltosa_Xu316	100.0	False
Candida_membranifaciens_IST_626	Candida membranifaciens	True	Candida_membranifaciens_IST_626	100.0	False
Candida_membranifaciens_NRRL_Y-2089	Candida membranifaciens	False	Candida_membranifaciens_IST_626	97.87	False
Candida_mesenterica_E111	Candida mesenterica	True	Candida_mesenterica_E111	100.0	False
Candida_mesenterica_E114	Candida mesenterica	False	Candida_mesenterica_E111	100.0	True
Candida_mesenterica_NRRL_Y-1494	Candida mesenterica	False	Candida_mesenterica_E111	99.93	True
Candida_mesenterica_UWOPS91-121.2	Candida mesenterica	False	Candida_mesenterica_E111	99.88	True
Candida_sanyaensis_CBS_12637	Candida sanyaensis	False	Candida_sanyaensis_UCD423	97.37	False
Candida_sanyaensis_UCD423	Candida sanyaensis	True	Candida_sanyaensis_UCD423	100.0	False
Candida_sojae_GF41	Candida sojae	False	Candida_sojae_NCYC-2607	99.06	True
Candida_sojae_NCYC-2607	Candida sojae	True	Candida_sojae_NCYC-2607	100.0	False
Candida_sojae_NRRL_Y-17909	Candida sojae	False	Candida_sojae_NCYC-2607	99.77	True
Candida_sp._NRRL_Y-12764	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_Y-17713	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_Y-27103	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_Y-27127	Candida sp.	True	Candida_sp._NRRL_Y-27127	100.0	False
Candida_sp._NRRL_Y-27166	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_Y-27170	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_Y-27267	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_Y-7574	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_Y-7615	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_YB-1238	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_YB-2442	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_YB-3031	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._NRRL_YB-4088	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._UFMG-CM-Y605	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_sp._yHMH407	Candida sp.	False	Candida_sp._NRRL_Y-27127		False
Candida_tropicalis_121	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.56	True
Candida_tropicalis_2015_Ct_1	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.57	True
Candida_tropicalis_2015_Ct_2	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.57	True
Candida_tropicalis_2016_Ct_1	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.48	True
Candida_tropicalis_2016_Ct_2	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.57	True
Candida_tropicalis_2016_Ct_3	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.55	True
Candida_tropicalis_37	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_54	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.55	True
Candida_tropicalis_62	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.59	True
Candida_tropicalis_C4	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.53	True
Candida_tropicalis_CBS_94	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_CBW-2	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.57	True
Candida_tropicalis_F1002B	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.57	True
Candida_tropicalis_IBUN-090-03567	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	97.13	False
Candida_tropicalis_JCH-A1	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-A10	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.63	True
Candida_tropicalis_JCH-A11	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-A12	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.63	True
Candida_tropicalis_JCH-A13	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.67	True
Candida_tropicalis_JCH-A14	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.62	True
Candida_tropicalis_JCH-A15	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-A16	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.4	True
Candida_tropicalis_JCH-A17	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.38	True
Candida_tropicalis_JCH-A18	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.44	True
Candida_tropicalis_JCH-A19	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.43	True
Candida_tropicalis_JCH-A2	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.63	True
Candida_tropicalis_JCH-A20	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.63	True
Candida_tropicalis_JCH-A21	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.38	True
Candida_tropicalis_JCH-A22	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.43	True
Candida_tropicalis_JCH-A23	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.38	True
Candida_tropicalis_JCH-A24	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.44	True
Candida_tropicalis_JCH-A25	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.4	True
Candida_tropicalis_JCH-A26	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.43	True
Candida_tropicalis_JCH-A27	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.62	True
Candida_tropicalis_JCH-A28	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.34	True
Candida_tropicalis_JCH-A29	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.43	True
Candida_tropicalis_JCH-A3	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-A30	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.49	True
Candida_tropicalis_JCH-A31	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-A32	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.68	True
Candida_tropicalis_JCH-A33	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.36	True
Candida_tropicalis_JCH-A34	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-A35	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.62	True
Candida_tropicalis_JCH-A4	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-A5	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.38	True
Candida_tropicalis_JCH-A6	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.38	True
Candida_tropicalis_JCH-A7	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-A8	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.41	True
Candida_tropicalis_JCH-A9	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-B1	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.38	True
Candida_tropicalis_JCH-B10	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.62	True
Candida_tropicalis_JCH-B11	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.4	True
Candida_tropicalis_JCH-B12	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.36	True
Candida_tropicalis_JCH-B13	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.4	True
Candida_tropicalis_JCH-B14	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-B15	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.36	True
Candida_tropicalis_JCH-B16	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.43	True
Candida_tropicalis_JCH-B17	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.44	True
Candida_tropicalis_JCH-B18	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-B19	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.61	True
Candida_tropicalis_JCH-B2	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.63	True
Candida_tropicalis_JCH-B3	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-B4	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_JCH-B5	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.59	True
Candida_tropicalis_JCH-B6	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.63	True
Candida_tropicalis_JCH-B7	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.38	True
Candida_tropicalis_JCH-B8	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.62	True
Candida_tropicalis_JCH-B9	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.63	True
Candida_tropicalis_JCH-C1	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.66	True
Candida_tropicalis_JCH-C2	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.4	True
Candida_tropicalis_Karbala-1-A1	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.61	True
Candida_tropicalis_Karbala-1-B1	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.57	True
Candida_tropicalis_LG86	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_M3302A	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.59	True
Candida_tropicalis_MYA-3404	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.63	True
Candida_tropicalis_MYCT-0121-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.56	True
Candida_tropicalis_MYCT-0618-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_MYCT-0644-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_MYCT-0816-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.59	True
Candida_tropicalis_MYCT-0825-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_MYCT-0997-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_MYCT-1000-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.56	True
Candida_tropicalis_MYCT-1211-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_MYCT-1368-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_MYCT-1405-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.59	True
Candida_tropicalis_MYCT-1531-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.61	True
Candida_tropicalis_MYCT-1551-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.8	True
Candida_tropicalis_MYCT-1733-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.56	True
Candida_tropicalis_MYCT-1862-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.59	True
Candida_tropicalis_MYCT-1956-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.56	True
Candida_tropicalis_MYCT-1957-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.5	True
Candida_tropicalis_MYCT-2012-2020	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.59	True
Candida_tropicalis_MYCT-2043-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.59	True
Candida_tropicalis_MYCT-2085-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_MYCT-2184-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_MYCT-2250-2020	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.61	True
Candida_tropicalis_MYCT-2423-2021	Candida tropicalis	True	Candida_tropicalis_MYCT-2423-2021	100.0	False
Candida_tropicalis_MYCT-2728-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.59	True
Candida_tropicalis_MYCT-2752-2021	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_NRRL_Y-12968	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_PF3311	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_PL3312	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_PNY	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.57	True
Candida_tropicalis_SCHI0074.S.1	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.6	True
Candida_tropicalis_U1179	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.47	True
Candida_tropicalis_U1360	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.44	True
Candida_tropicalis_U873	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.46	True
Candida_tropicalis_Y1033A	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.57	True
Candida_tropicalis_Y3313	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.64	True
Candida_tropicalis_Y6604	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.17	True
Candida_tropicalis_Z68	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.66	True
Candida_tropicalis_ZD-3	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.57	True
Candida_tropicalis_ZQ	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.62	True
Candida_tropicalis_ZY	Candida tropicalis	False	Candida_tropicalis_MYCT-2423-2021	99.62	True
Candida_viswanathii_ATCC_20962	Candida viswanathii	False	Candida_viswanathii_NRRL_Y-6660	99.0	True
Candida_viswanathii_NRRL_Y-6660	Candida viswanathii	True	Candida_viswanathii_NRRL_Y-6660	100.0	False
Candidozyma_auris	Candidozyma auris	False	Candidozyma_auris_455079	99.97	True
Candidozyma_auris_1-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_10-CA_1	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_100-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_101-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_101498	Candidozyma auris	False	Candidozyma_auris_455079	100.0	True
Candidozyma_auris_102-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_103-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_104-CA_1	Candidozyma auris	False	Candidozyma_auris_455079	99.97	True
Candidozyma_auris_105-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_106-CA_1	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_106-CS	Candidozyma auris	False	Candidozyma_auris_455079	99.97	True
Candidozyma_auris_107-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_108-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_109-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_11-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_110-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_111-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_112-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_113-CA_1	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_114-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_115-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_116-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_117-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_118-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_119-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_12	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
Candidozyma_auris_12-CA	Candidozyma auris	False	Candidozyma_auris_455079	99.99	True
