query_asmid	query_species_in	sketch_status	n_hits_reported	n_significant_hits	best_ani_pct	best_ref_asmid	best_ref_genus	needs_review
GCA_018606675.1_ASM1860667v1	Malasseziomycetes sp.	built	10	10	80.3295	GCA_036584355.1_ASM3658435v1	Malassezia	False
GCA_033819885.2_DUKE_Aeri_2.0	Microbotryomycetes sp. JL201	built	10	10	75.7795	GCA_054471015.1_ASM5447101v1		False
GCA_033819875.2_DUKE_Acar_2.0	Microbotryomycetes sp. JL221	built	10	10	71.2691	GCA_033819885.2_DUKE_Aeri_2.0		False
GCA_052696405.1_DUKE_Asor_1.0	Microbotryomycetes sp. NB124-2	built	10	10	98.0565	GCA_054471015.1_ASM5447101v1		False
GCA_032191455.1_ICIPE_MspMB_1.0	Microsporidia sp. MB	built	10	10	98.5171	GCA_050230985.1_KEMRI_ICIPE_ABN394		False
GCA_049634765.1_KEMRI_ICIPE_Tes0708gam	Microsporidia sp. MB	built	10	10	98.4341	GCA_049634785.1_KEMRI_ICIPE_Tes094gam		False
GCA_049634785.1_KEMRI_ICIPE_Tes094gam	Microsporidia sp. MB	built	10	10	98.4341	GCA_049634765.1_KEMRI_ICIPE_Tes0708gam		False
GCA_050230985.1_KEMRI_ICIPE_ABN394	Microsporidia sp. MB	built	10	10	98.5171	GCA_032191455.1_ICIPE_MspMB_1.0		False
GCA_056153265.1_UG_MB_1.1	Microsporidia sp. MB	built	10	10	97.8221	GCA_049634765.1_KEMRI_ICIPE_Tes0708gam		False
GCA_009613015.1_ASM961301v1	Mollisiaceae sp. DMI_Dod_QoI	built	10	10	87.4532	GCA_003988865.1_ASM398886v1	Phialocephala	False
GCA_020087025.1_ASM2008702v1	Mrakiaceae sp. VS III B KN 2	built	10	10	99.6190	GCA_046867365.1_ASM4686736v1	Tausonia	False
GCA_049996215.1_ASM4999621v1	Mycosphaerellales sp. BF13	built	10	10	71.2691	GCA_005059865.1_ASM505986v1	Friedmanniomyces	False
GCA_049996175.1_ASM4999617v1	Mycosphaerellales sp. BF15	built	10	10	71.6498	GCA_964255855.1_public_SRR14722213_metabat2_bin.1		False
GCA_054392435.1_ASM5439243v1	Naviculisporaceae sp. PSN 640	built	10	10	85.7090	GCA_059311635.1_ASM5931163v1	Pseudorhypophila	False
GCA_029299895.1_ASM2929989v1	Nectriaceae sp.	existing	10	10	89.8164	GCA_056248065.1_ASM5624806v1	Fusarium	False
GCA_029299875.1_ASM2929987v1	Nectriaceae sp.	existing	10	10	99.0330	GCA_056248065.1_ASM5624806v1	Fusarium	False
GCA_023628695.1_ASM2362869v1	Nectriaceae sp. PG4201	built	10	10	85.8875	GCA_045526805.1_TL_CC_CBS341.70	Cosmospora	False
GCA_985805865.1_idTipConf1.microsporidian_1.1	Neopereziidae sp. gmOTU28 NHMUK014561543	built	10	10	71.6498	GCA_001649435.1_CEM2dn	Pichia	False
GCA_985806015.1_ieEphVulg1.microsporidian_1.1	Neopereziidae sp. gmOTU29 Ox002475	built	10	10	75.9302	GCA_037055185.1_ASM3705518v1	Capillidium	False
GCA_000758425.1_ASM75842v1	Nilaparvata lugens yeast-like symbiont	built	10	10	89.4736	GCA_000372705.1_YLSCbra_1.0		False
GCA_985801395.1_iyForRufa2.microsporidian_1.1	Nosematidae sp. gmOTU23 NHMUK014425611	built	10	10	75.6239	GCA_027248525.1_ASM2724852v1	Neocallimastix	False
GCA_032988465.1_ASM3298846v1	Onygenales sp. PD_10	built	10	10	98.1356	GCA_032988185.1_ASM3298818v1		False
GCA_032988185.1_ASM3298818v1	Onygenales sp. PD_12	built	10	10	98.1929	GCA_032988205.1_ASM3298820v1		False
GCA_032988205.1_ASM3298820v1	Onygenales sp. PD_40	built	10	10	98.1929	GCA_032988185.1_ASM3298818v1		False
GCA_029293055.1_ASM2929305v1	Ophiocordycipitaceae sp.	existing	10	10	87.3911	GCA_029292965.1_ASM2929296v1		False
GCA_029292995.1_ASM2929299v1	Ophiocordycipitaceae sp.	existing	10	10	99.8441	GCA_029292925.1_ASM2929292v1		False
GCA_029293035.1_ASM2929303v1	Ophiocordycipitaceae sp.	existing	10	10	98.5077	GCA_029292915.1_ASM2929291v1		False
GCA_029292965.1_ASM2929296v1	Ophiocordycipitaceae sp.	existing	10	10	98.8982	GCA_029292925.1_ASM2929292v1		False
GCA_029292985.1_ASM2929298v1	Ophiocordycipitaceae sp.	existing	10	10	93.4462	GCA_004026455.1_ASM402645v1	Purpureocillium	False
GCA_029292925.1_ASM2929292v1	Ophiocordycipitaceae sp.	existing	10	10	99.8441	GCA_029292995.1_ASM2929299v1		False
GCA_029292915.1_ASM2929291v1	Ophiocordycipitaceae sp.	existing	10	10	98.5077	GCA_029293035.1_ASM2929303v1		False
GCA_029292835.1_ASM2929283v1	Ophiocordycipitaceae sp.	existing	10	10	97.2496	GCA_004026455.1_ASM402645v1	Purpureocillium	False
GCA_029292885.1_ASM2929288v1	Ophiocordycipitaceae sp.	existing	10	10	96.0233	GCA_029292995.1_ASM2929299v1		False
GCA_937822555.1_SRR13685168_bin.22_CONCOCT_v1.1_MAG	Parmeliaceae sp.	built	10	10	99.9000	GCA_964257435.1_public_SRR14721996_metabat2_bin.8	Hypogymnia	False
GCA_964254795.1_public_SRR14722032_metabat2_bin.2	Pertusariales sp.	built	10	10	89.6484	GCA_964255865.1_private_T1912_concoct_bin.14	Varicellaria	False
GCA_002224055.1_ASM222405v1	Pezizomycotina sp. ARF18	built	10	10	98.2037	GCA_047716705.1_ASM4771670v1	Hyalorbilia	False
GCA_051820495.1_ASM5182049v1	Pezizomycotina sp. MK-2025a	built	10	10	74.1507	GCA_046056245.1_ASM4605624v1	Ceratostomella	False
GCA_963974035.1_ERR2762104_concoct_6	Phaeosphaeriaceae sp.	built	10	10	80.7742	GCA_030544205.1_ASM3054420v1	Paraphoma	False
GCA_021365335.1_PhaPMI808	Phaeosphaeriaceae sp. PMI808	built	10	10	83.1682	GCA_028457625.1_ASM2845762v1	Ophiosphaerella	False
GCA_001644525.1_Stasp1	Phaeosphaeriaceae sp. SRC1lsM3a	built	10	10	85.2293	GCA_020747045.1_Phapo1	Phaeosphaeria	False
GCA_000263175.2_Pleo_1.0	Phaeosphaeriaceae sp. UM 1110	built	10	10	86.4466	GCA_003503105.1_ASM350310v1	Phaeosphaeria	False
GCA_977014405.1_UCD2329_Bar	Phaffomycetaceae sp. UCD2329	built	10	10	81.4173	GCA_030557985.1_ASM3055798v1	Millerago	False
GCA_937854325.1_SRR12240182_bin.18_CONCOCT_v1.1_MAG	Physciaceae sp.	built	10	10	86.4156	GCA_964255615.1_public_SRR14722141_concoct_bin.2	Phaeophyscia	False
GCA_041498895.1_ASM4149889v1	Pichiaceae sp.	built	10	10	98.9328	GCA_002008015.1_ASM200801v1	Ogataea	False
GCA_001950555.1_JCM_15000_assembly_v001	Pichiaceae sp. JCM 15000	built	10	10	72.9253	GCA_030574155.1_ASM3057415v1	Xiuguozyma	False
GCA_057978915.1_Crustfungi12_Pleosp	Pleosporales sp. 538A	built	10	10	81.8157	GCA_022609365.1_ASM2260936v1	Mycocentrospora	False
GCA_048340545.1_ASM4834054v1	Pleosporales sp. CAS-2024a	built	10	10	77.4410	GCA_003503115.1_ASM350311v1	Parastagonospora	False
GCA_001414375.1_H_laetus_v1	Pleosporales sp. CS-2015	built	10	10	99.6112	GCA_003503205.1_ASM350320v1	Parastagonospora	False
GCA_024196135.1_ASM2419613v1	Pleurotus ostreatus-Saccharomyces cerevisiae fusant	built	10	10	95.3399	GCA_001599475.1_JCM_22674_assembly_v001	Schizophyllum	False
GCA_003988805.1_ASM398880v1	Ploettnerulaceae sp. D365	built	10	10	80.3874	GCA_058969415.1_ASM5896941v1	Cadophora	False
GCA_049996235.1_ASM4999623v1	Pseudopyrenochaetaceae sp. BF11	built	10	10	77.3320	GCA_000601435.1_P_lyc_v1	Pseudopyrenochaeta	False
GCA_058411105.1_ASM5841110v1	Pucciniomycotina sp. clade gs25	built	10	10	69.3402	GCA_015502565.1_UCR_MambBC1291	Actinomortierella	False
GCA_964256575.1_public_ERR4179390_metabat2_bin.6	Ramalinaceae sp.	built	10	10	68.7048	GCA_000299195.2_KM02r2	Kluyveromyces	False
GCA_047651925.1_ASM4765192v1	Saccharomyces cerevisiae-Schizosaccharomyces pombe fusant	built	10	10	99.7434	GCA_002807125.1_S_cerevisiae_SPSC01_v1	Saccharomyces	False
GCA_029303885.1_ASM2930388v1	Saccharomycetaceae sp.	existing	10	10	98.0982	GCA_002151565.1_ASM215156v1	Kluyveromyces	False
GCA_029303855.1_ASM2930385v1	Saccharomycetaceae sp.	existing	10	10	99.9349	GCF_000091025.4_ASM9102v4	Eremothecium	False
GCA_029300815.1_ASM2930081v1	Saccharomycetaceae sp.	existing	10	10	99.9207	GCA_030580015.1_ASM3058001v1	Lachancea	False
GCA_029303775.1_ASM2930377v1	Saccharomycetaceae sp.	existing	10	10	92.8580	GCA_009805645.1_ASM980564v1	Saccharomyces	False
GCA_029303725.1_ASM2930372v1	Saccharomycetaceae sp.	existing	10	10	96.5752	GCA_029300675.1_ASM2930067v1		False
GCA_029303675.1_ASM2930367v1	Saccharomycetaceae sp.	existing	10	10	99.9048	GCA_012850935.1_ASM1285093v1	Naumovozyma	False
GCA_029303655.1_ASM2930365v1	Saccharomycetaceae sp.	existing	10	10	94.0426	GCF_000209165.1_ASM20916v1	Scheffersomyces	False
GCA_029300755.1_ASM2930075v1	Saccharomycetaceae sp.	existing	10	10	95.5876	GCA_029303675.1_ASM2930367v1		False
GCA_029303615.1_ASM2930361v1	Saccharomycetaceae sp.	existing	10	10	93.7127	GCA_030580015.1_ASM3058001v1	Lachancea	False
GCA_029303555.1_ASM2930355v1	Saccharomycetaceae sp.	existing	10	10	99.6851	GCA_012850935.1_ASM1285093v1	Naumovozyma	False
GCA_029300735.1_ASM2930073v1	Saccharomycetaceae sp.	existing	10	10	98.9328	GCA_000149225.2_ASM14922v2	Lachancea	False
GCA_029303455.1_ASM2930345v1	Saccharomycetaceae sp.	existing	10	10	97.4434	GCA_029300815.1_ASM2930081v1		False
GCA_029300685.1_ASM2930068v1	Saccharomycetaceae sp.	existing	10	10	92.0558	GCA_029303885.1_ASM2930388v1		False
GCA_029300675.1_ASM2930067v1	Saccharomycetaceae sp.	existing	10	10	96.5752	GCA_029303725.1_ASM2930372v1		False
GCA_029290875.1_ASM2929087v1	Saccharomycetales sp.	existing	10	10	99.8030	GCA_000755205.1_ASM75520v1	Meyerozyma	False
GCA_029296565.1_ASM2929656v1	Saccharomycetales sp.	existing	10	10	99.9726	GCA_029293515.1_ASM2929351v1		False
GCA_029295605.1_ASM2929560v1	Saccharomycetales sp.	existing	10	10	99.0256	GCA_023623335.1_ASM2362333v1	Meyerozyma	False
GCA_029293515.1_ASM2929351v1	Saccharomycetales sp.	existing	10	10	99.9726	GCA_029296565.1_ASM2929656v1		False
GCA_029301665.1_ASM2930166v1	Saccharomycetales sp.	existing	10	10	95.6716	GCF_001661235.1_Picme2	Pichia	False
GCA_029301595.1_ASM2930159v1	Saccharomycetales sp.	existing	10	10	98.9341	GCA_014176175.1_P.AWRI1613	Brettanomyces	False
GCA_029301555.1_ASM2930155v1	Saccharomycetales sp.	existing	10	10	99.0358	GCA_025531575.1_ASM2553157v1	Pichia	False
GCA_029300795.1_ASM2930079v1	Saccharomycetales sp.	existing	10	10	99.9438	GCF_000209165.1_ASM20916v1	Scheffersomyces	False
GCA_029300705.1_ASM2930070v1	Saccharomycetales sp.	existing	10	10	99.1650	GCA_029300795.1_ASM2930079v1		False
GCA_057557315.1_ASM5755731v1	Saccharomycetes sp.	built	10	10	98.2311	GCF_011074885.1_ASM1107488v2	Brettanomyces	False
GCA_029299855.1_ASM2929985v1	Saccharomycopsidaceae sp.	existing	10	10	97.5986	GCA_012062855.1_ASM1206285v1	Saccharomycopsis	False
GCA_029299835.1_ASM2929983v1	Saccharomycopsidaceae sp.	existing	10	10	92.4421	GCA_001936155.1_KPH12	Saccharomycopsis	False
GCA_022457085.1_ASM2245708v1	Saccharomycotina sp. CBS 16003	built	10	10	96.6064	GCA_022023595.1_ASM2202359v1	Sungouiella	False
GCA_054471075.1_ASM5447107v1	Saccharomycotina sp. YJ-2025a	built	10	10	71.2691	GCA_054771755.1_JCM5354_assembly01	Erythrobasidium	False
GCA_054471015.1_ASM5447101v1	Saccharomycotina sp. YJ-2025b	built	10	10	98.0565	GCA_052696405.1_DUKE_Asor_1.0		False
GCA_021347865.1_ASM2134786v1	Sarocladiaceae sp. CBMAI 1973	built	10	10	94.4572	GCA_042370655.1_Acrst1	Sarocladium	False
GCA_023628655.1_ASM2362865v1	Sarocladiaceae sp. R1802	built	10	10	99.4706	GCA_021176775.1_ASM2117677v1	Sarocladium	False
GCA_019633565.1_Serend407_1.0	Serendipita sp. 407	built	10	10	99.3033	GCA_019627725.1_Serend401_1.0	Serendipita	False
GCA_053477585.1_ASM5347758v1	Sinodiscula camellicola	built	10	10	76.6192	GCA_003012995.1_ASM301299v1	Juglanconis	False
GCA_029295265.1_ASM2929526v1	Sordariomycetes sp.	existing	10	10	96.7320	GCA_029295075.1_ASM2929507v1		False
GCA_029295175.1_ASM2929517v1	Sordariomycetes sp.	existing	10	10	89.0154	GCA_029295265.1_ASM2929526v1		False
GCA_029295075.1_ASM2929507v1	Sordariomycetes sp.	existing	10	10	96.7320	GCA_029295265.1_ASM2929526v1		False
GCA_029294915.1_ASM2929491v1	Sordariomycetes sp.	existing	10	10	89.0326	GCA_029295075.1_ASM2929507v1		False
GCA_025503055.1_ASM2550305v1	Sordariomycetes sp. B11D1	built	10	10	93.0581	GCA_030411695.1_ASM3041169v1	Scopulariopsis	False
GCA_037040145.1_ASM3704014v1	Sordariomycetes sp. M70-01Q	built	10	10	74.3619	GCA_023628855.1_ASM2362885v1	Coniochaeta	False
GCA_060154425.1_ASM6015442v1	Sordariomycetes sp. QZ-2024a	built	10	10	73.9297	GCA_001676865.1_ASM167686v1	Ceratocystiopsis	False
GCA_023628875.1_ASM2362887v1	Sordariomycetes sp. R4601	built	10	10	99.9976	GCA_023628835.1_ASM2362883v1		False
GCA_023628835.1_ASM2362883v1	Sordariomycetes sp. S4602	built	10	10	99.9976	GCA_023628875.1_ASM2362887v1		False
GCA_037042185.1_ASM3704218v1	Sordariomycetes sp. S80-01Y	built	10	10	98.7758	GCA_037074925.2_ASM3707492v2	Tetracladium	False
GCA_963379365.1_SMGC_7567_bin.1_MetaWRAP_v1.2.1_MAG	Sordariomycetidae sp.	built	10	10	72.3303	GCA_019925495.1_ASM1992549v1	Ophiostoma	False
GCA_029299915.1_ASM2929991v1	Sporidiobolaceae sp.	built	10	10	99.9636	GCA_019190135.1_ASM1919013v1	Rhodotorula	False
GCA_056507755.1_ASM5650775v1	Tarzettaceae sp. PLDXAR	built	10	10	76.4892	GCA_037055185.1_ASM3705518v1	Capillidium	False
GCA_030247885.1_UCR_JES119	Taxawa tesnikishii nom. ined.	built	10	10	77.5475	GCA_040142845.1_UCR_Afum_ATCC42202_1.0	Aspergillus	False
GCA_964255085.1_public_SRR14722085_metabat2_bin.6	Teloschistales sp.	built	10	10	70.4019	GCA_023646635.1_KEW_Foas	Flavoplaca	False
GCA_049996275.1_ASM4999627v1	Teratosphaeriaceae sp. BF9	built	10	10	77.8534	GCA_005059865.1_ASM505986v1	Friedmanniomyces	False
GCA_033119285.1_ASM3311928v1	Teratosphaeriaceae sp. CCFEE 6253	built	10	10	79.1412	GCA_030553435.1_ASM3055343v1	Friedmanniomyces	False
GCA_000825705.1_Allpaths-LG	Torrubiella hemipterigena	built	10	10	73.4540	GCA_003056565.1_ASM305656v1	Lecanicillium	False
GCA_964255395.1_private_X1_concoct_bin.0	Tremellales sp.	built	10	10	84.3627	GCA_904859935.1_Tremellales_sp_Tagirdzhanova-0007_MAG		False
GCA_022813505.1_ASM2281350v1	Tremellales sp. FJII-L8-SW-PAB2	built	10	10	74.5641	GCA_060229505.1_ASM6022950v1	Vishniacozyma	False
GCA_904859935.1_Tremellales_sp_Tagirdzhanova-0007_MAG	Tremellales sp. Tagirdzhanova-0007	built	10	10	84.3627	GCA_964255395.1_private_X1_concoct_bin.0		False
GCA_035521475.1_Uapishka_1	Tremellales sp. Uapishka_1	built	10	10	69.3402	GCA_008065275.1_ASM806527v1	Vanrija	False
GCA_023625875.1_ASM2362587v1	Trichocomaceae sp. PYS4502	built	10	10	86.4774	GCA_049901525.1_ZNU_Talaro_1	Talaromyces	False
GCA_037040845.1_ASM3704084v1	Trichomonascaceae sp. B5901	built	10	10	99.9995	GCA_041430575.1_ASM4143057v1		False
GCA_055797495.1_UFMG_Dzmpeteri_v1.0	Trichomonascaceae sp. UFMG-CM-Y2876	built	10	10	70.4019	GCA_056507785.1_ASM5650778v1	Limtongella	False
GCA_041430575.1_ASM4143057v1	Trichomonascaceae sp. VP_10	built	10	10	99.9995	GCA_037040845.1_ASM3704084v1		False
GCA_023628915.1_ASM2362891v1	Trichomonascaceae sp. Y4102	built	10	10	71.2691	GCA_037074825.1_ASM3707482v1	Blastobotrys	False
GCA_019633535.1_Tulinq235_1.0	Tulasnella sp. JGI-2019a	existing	10	10	99.6208	GCA_019633545.1_Tulinq238_1.0		False
GCA_019633545.1_Tulinq238_1.0	Tulasnella sp. JGI-2019a	existing	10	10	99.6208	GCA_019633535.1_Tulinq235_1.0		False
GCA_019633555.1_Tulinq7632_1.0	Tulasnella sp. JGI-2019a	existing	10	10	99.3051	GCA_019633545.1_Tulinq238_1.0		False
GCA_937857905.1_SRR13685131_bin.26_CONCOCT_v1.1_MAG	uncultured Alectoria	built	10	10	98.3349	GCA_905337325.1_GTX0161_lecanoromycete	Alectoria	False
GCA_937900785.1_ERR1332601_bin.1_CONCOCT_v1.1_MAG	uncultured Arthrodermataceae	built	10	10	99.4054	GCA_001651445.1_CMCC_F_T1i	Trichophyton	False
GCA_935753355.1_ERR7747324_bin.10	uncultured Ascochyta	built	10	10	84.6702	GCF_010093625.1_Macan1	Macroventuria	False
GCA_937873075.1_SRR1562005_bin.67_CONCOCT_v1.1_MAG	uncultured Hypocreales	built	10	10	98.1362	GCA_003012175.1_Trichothecium_roseum_DAOM197141_TROSE1_contigs	Trichothecium	False
GCA_937857585.1_SRR13685157_bin.1_CONCOCT_v1.1_MAG	uncultured Lecanoromycetes	built	10	10	98.8235	GCA_964256425.1_public_SRR14721960_metabat2_bin.2	Phyllopsora	False
GCA_937832625.1_SRR13685160_bin.30_CONCOCT_v1.1_MAG	uncultured Leotiomyceta	built	10	10	68.7048	GCA_002989075.1_artRad1.0	Arthonia	False
GCA_902712315.1_SRR3187450_bin.5	uncultured Malassezia	built	10	10	99.4202	GCA_001264765.1_ASM126476v1	Malassezia	False
GCA_937888215.1_SRR3185024_bin.1_CONCOCT_v1.1_MAG	uncultured Malasseziomycetes	built	10	10	98.6171	GCA_010577765.1_ASM1057776v1	Malassezia	False
GCA_937863695.1_ERR868474_bin.13_CONCOCT_v1.1_MAG	uncultured Microbotryomycetes	built	10	10	74.1507	GCA_026119225.1_ASM2611922v1	Rhodotorula	False
GCA_937900885.1_SRR6853383_bin.36_CONCOCT_v1.1_MAG	uncultured Penicillium	built	10	10	99.7803	GCA_023624335.1_ASM2362433v1	Penicillium	False
GCA_937873565.1_ERR599223_bin.4_CONCOCT_v1.1_MAG	uncultured Pleosporineae	built	10	10	76.6192	GCA_052323575.1_ASM5232357v1	Paraleptosphaeria	False
GCA_937898395.1_SRR4028131_bin.1_CONCOCT_v1.1_MAG	uncultured Psathyrellaceae	built	10	10	70.4019	GCA_051997435.1_ASM5199743v1	Psathyrella	False
GCA_937863395.1_SRR6425773_bin.116_CONCOCT_v1.1_MAG	uncultured Pseudogymnoascus	built	10	10	72.3303	GCA_000750665.1_DG3	Pseudogymnoascus	False
GCA_937872955.1_SRR3017105_bin.41_CONCOCT_v1.1_MAG	uncultured Saccharomyces	built	10	10	99.9013	GCA_019394655.1_ASM1939465v1	Saccharomyces	False
GCA_937898345.1_SRR3997477_bin.88_CONCOCT_v1.1_MAG	uncultured Saccharomycetales	built	10	10	99.8161	GCA_029296565.1_ASM2929656v1		False
GCA_935751715.1_ERR7738209_bin.119_149_154_merged	uncultured Sordaria	built	10	10	86.6875	GCA_008692325.1_ASM869232v1	Sordaria	False
GCA_937902615.1_SRR6853352_bin.14_CONCOCT_v1.1_MAG	uncultured Tremellales	built	10	10	99.3916	GCA_012922615.1_ASM1292261v1	Papiliotrema	False
GCA_023078705.1_ASM2307870v1	Venturiaceae sp. KMAF11	built	10	10	75.2963	GCA_003689355.1_ASM368935v1	Venturia	False
GCA_964256245.1_public_SRR14722176_concoct_bin.30	Verrucariales sp.	built	10	10	76.2180	GCA_964256305.1_public_SRR14722188_metabat2_bin.28		False
GCA_023159215.1_XyAK1471_1	Xylariaceae sp. AK1471	built	10	10	78.1407	GCA_023159155.1_Kredeu1	Ustulina	False
GCA_022578815.1_XylFL0016	Xylariaceae sp. FL0016	built	10	10	71.6498	GCA_001599175.1_JCM_9685_assembly_v001	Pestalotiopsis	False
GCA_022578795.1_XylFL0255	Xylariaceae sp. FL0255	built	10	10	79.5026	GCA_027248765.1_ASM2724876v1	Neocallimastix	False
GCA_022385605.1_XylFL0594	Xylariaceae sp. FL0594	built	10	10	73.1970	GCA_022578495.1_Nemani1	Nemania	False
GCA_022376535.1_XylFL0662B	Xylariaceae sp. FL0662B	built	10	10	78.1407	GCA_027248925.1_ASM2724892v1	Neocallimastix	False
GCA_022539325.1_XyFL0804_2	Xylariaceae sp. FL0804	built	10	10	73.9297	GCA_022495205.1_HyFL1150_1	Hypoxylon	False
GCA_022578705.1_XylFL1019	Xylariaceae sp. FL1019	built	10	10	84.4595	GCA_022432385.1_XyFL1272_2		False
GCA_022432385.1_XyFL1272_2	Xylariaceae sp. FL1272	built	10	10	84.4595	GCA_022578705.1_XylFL1019		False
GCA_025201745.1_XylFL1651	Xylariaceae sp. FL1651	built	10	10	77.9511	GCA_027248625.1_ASM2724862v1	Neocallimastix	False
GCA_028637885.1_ASM2863788v1	Xylariaceae sp. Mn132	built	10	10	98.9095	GCA_028637585.1_ASM2863758v1		False
GCA_028638325.1_ASM2863832v1	Xylariaceae sp. Mn153	built	10	10	98.8307	GCA_028637885.1_ASM2863788v1		False
GCA_028637775.1_ASM2863777v1	Xylariaceae sp. X167	built	10	10	98.2734	GCA_028637685.1_ASM2863768v1		False
GCA_028637755.1_ASM2863775v1	Xylariaceae sp. X170	built	10	10	98.1014	GCA_028637775.1_ASM2863777v1		False
GCA_028637585.1_ASM2863758v1	Xylariaceae sp. X187	built	10	10	98.9095	GCA_028637885.1_ASM2863788v1		False
GCA_028637685.1_ASM2863768v1	Xylariaceae sp. X3-2	built	10	10	98.2734	GCA_028637775.1_ASM2863777v1		False
GCA_028637635.1_ASM2863763v1	Xylariaceae sp. X802	built	10	10	82.6664	GCA_022385655.1_Xylint1	Xylaria	False
GCA_054227815.1_ASM5422781v1	Xylariales sp. 2024	built	10	10	99.5544	GCA_060307455.1_ASM6030745v1		False
GCA_022432505.1_Plecto1	Xylariales sp. AK1849	built	10	10	70.8553	GCA_037074995.1_ASM3707499v1	Apiospora	False
GCA_002003505.1_fungal_sp._No.14919_ver1.0	Xylariales sp. No.14919	built	10	10	98.5092	GCA_022495055.1_Xylgra1	Xylaria	False
GCA_021365275.1_XylPMI506	Xylariales sp. PMI_506	built	10	10	73.1970	GCA_038362815.1_ASM3836281v1	Apiospora	False
GCA_060307505.1_ASM6030750v1	Xylariales sp. SJ507	built	10	10	93.9006	GCA_060307455.1_ASM6030745v1		False
GCA_060307455.1_ASM6030745v1	Xylariales sp. XT01	built	10	10	99.5544	GCA_054227815.1_ASM5422781v1		False
GCA_022376655.1_XyFL0641_1	Xylariomycetidae sp. FL0641	built	10	10	74.7580	GCA_018398605.1_FBL658_Bm01	Biscogniauxia	False
GCA_022376275.1_XylFL2044	Xylariomycetidae sp. FL2044	built	10	10	77.7536	GCA_051622775.1_ASM5162277v1	Xylaria	False
