query_asmid	query_species_in	rank	ref_asmid	ref_species	ref_genus	ref_family	ref_order	ref_class	ref_subclass	ref_phylum	ref_subphylum	ani_pct	mash_pval	shared_hashes	significant
GCA_029300415.1_ASM2930041v1	Ascomycota sp.	10	GCA_025502635.1_ASM2550263v1	Trichoderma harzianum	Trichoderma	Hypocreaceae	Hypocreales	Sordariomycetes		Ascomycota		69.3402	3.19775e-17	8/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	1	GCA_964256995.1_public_SRR1532736_concoct_bin.13	Physcia stellaris	Physcia	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		98.6543	0	6049/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	2	GCA_018902385.1_ASM1890238v1	Physcia stellaris	Physcia	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		95.0610	0	2154/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	3	GCA_964257135.1_public_SRR12240183_metabat2_bin.10	Physcia biziana	Physcia	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		91.6043	0	938/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	4	GCA_937840595.1_SRR12240183_bin.19_CONCOCT_v1.1_MAG	Physcia sp.	Physcia	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		91.5576	0	928/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	5	GCA_964254765.1_public_SRR14722133_metabat2_bin.2	Polyblastidium hypoleucum	Polyblastidium	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		72.6371	9.76958e-39	16/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	6	GCA_937857265.1_SRR13685176_bin.20_CONCOCT_v1.1_MAG	Heterodermia sp.	Heterodermia	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		72.0022	3.11104e-33	14/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	7	GCA_964255435.1_public_SRR14722316_metabat2_bin.4	Heterodermia echinata	Heterodermia	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		72.0022	3.20542e-33	14/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	8	GCA_964256615.1_public_SRR12240181_metabat2_bin.5	Rinodina sp.	Rinodina	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		71.6498	2.83983e-30	13/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	9	GCA_964257475.1_public_SRR14722005_metabat2_bin.1	Heterodermia neglecta	Heterodermia	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		71.2691	6.26202e-28	12/10000	True
GCA_029300195.1_ASM2930019v1	Ascomycota sp.	10	GCA_964257495.1_public_SRR14722017_metabat2_bin.2	Polyblastidium squamulosum	Polyblastidium	Physciaceae	Caliciales	Lecanoromycetes		Ascomycota		71.2691	8.29394e-28	12/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	1	GCA_023627875.1_ASM2362787v1	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.5304	0	8283/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	2	GCA_019450175.1_ASM1945017v1	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.4158	0	7930/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	3	GCA_013305595.1_LMA-317_V2	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.3943	0	7866/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	4	GCA_054124675.1_ASM5412467v1	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.3473	0	7729/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	5	GCA_013365065.1_LMA-1028_V2	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.1354	0	7152/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	6	GCA_054125655.1_ASM5412565v1	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.1029	0	7069/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	7	GCA_023629735.1_ASM2362973v1	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.0610	0	6964/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	8	GCA_054122455.1_ASM5412245v1	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.0460	0	6927/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	9	GCA_023629795.1_ASM2362979v1	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.0432	0	6920/10000	True
GCA_029303315.1_ASM2930331v1	Ascomycota sp.	10	GCA_025234805.1_LMA-563_1	Geotrichum candidum	Geotrichum	Dipodascaceae	Dipodascales	Dipodascomycetes		Ascomycota		99.0399	0	6912/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	1	GCA_937873075.1_SRR1562005_bin.67_CONCOCT_v1.1_MAG	uncultured Hypocreales			Hypocreales	Sordariomycetes		Ascomycota		97.9766	0	4857/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	2	GCA_003012175.1_Trichothecium_roseum_DAOM197141_TROSE1_contigs	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		97.5615	0	4278/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	3	GCA_022701375.1_ASM2270137v1	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		97.3343	0	3999/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	4	GCA_003012185.1_Trichothecium_roseum_DAOM195227_TROSE_contigs	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		97.3258	0	3989/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	5	GCA_003012095.1_Trichothecium_roseum_K7_1_TROSE2_contigs	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		96.8021	0	3431/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	6	GCA_026184415.1_ASM2618441v1	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		92.9082	0	1271/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	7	GCA_003012195.1_Spicellum_ovalisporum_DAOM186447_SOVAL_contigs	Trichothecium ovalisporum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		76.7457	1.34991e-107	38/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	8	GCA_003012115.1_Spicellum_roseum_DAOM209012_SROSE_contigs	Trichothecium sympodiale	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		76.4892	5.467e-101	36/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	9	GCA_003055955.1_ASM305595v1	Escovopsis sp. AC	Escovopsis	Hypocreaceae	Hypocreales	Sordariomycetes		Ascomycota		71.6498	4.53196e-32	13/10000	True
GCA_029300035.1_ASM2930003v1	Ascomycota sp.	10	GCA_000750105.3_ASM75010v3	Tolypocladium sp. Sup5 PDA-1	Tolypocladium	Ophiocordycipitaceae	Hypocreales	Sordariomycetes		Ascomycota		71.2691	9.44092e-29	12/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	1	GCA_022701375.1_ASM2270137v1	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		94.0255	0	1663/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	2	GCA_003012175.1_Trichothecium_roseum_DAOM197141_TROSE1_contigs	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		94.0181	0	1660/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	3	GCA_937873075.1_SRR1562005_bin.67_CONCOCT_v1.1_MAG	uncultured Hypocreales			Hypocreales	Sordariomycetes		Ascomycota		94.0181	0	1660/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	4	GCA_003012185.1_Trichothecium_roseum_DAOM195227_TROSE_contigs	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		94.0156	0	1659/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	5	GCA_003012095.1_Trichothecium_roseum_K7_1_TROSE2_contigs	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		93.2206	0	1369/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	6	GCA_026184415.1_ASM2618441v1	Trichothecium roseum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		89.3635	0	566/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	7	GCA_003012195.1_Spicellum_ovalisporum_DAOM186447_SOVAL_contigs	Trichothecium ovalisporum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		72.6371	4.93477e-45	16/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	8	GCA_003012115.1_Spicellum_roseum_DAOM209012_SROSE_contigs	Trichothecium sympodiale	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		72.3303	7.46311e-42	15/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	9	GCA_051527935.1_YNP10	Amphichorda felina	Amphichorda	Bionectriaceae	Hypocreales	Sordariomycetes		Ascomycota		70.4019	9.07584e-27	10/10000	True
GCA_029300015.1_ASM2930001v1	Ascomycota sp.	10	GCA_003055165.1_ASM305516v1	Escovopsis sp. Ae724	Escovopsis	Hypocreaceae	Hypocreales	Sordariomycetes		Ascomycota		69.9006	9.46261e-24	9/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	1	GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.2923	0	7573/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	2	GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.1287	0	7135/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	3	GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.1013	0	7065/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	4	GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.0622	0	6967/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	5	GCA_057558165.1_FM_MARS-9.1_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.8366	0	6437/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	6	GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.7851	0	6324/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	7	GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.4977	0	5741/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	8	GCA_003012115.1_Spicellum_roseum_DAOM209012_SROSE_contigs	Trichothecium sympodiale	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		66.0414	1.74408e-09	4/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	9	GCA_003012195.1_Spicellum_ovalisporum_DAOM186447_SOVAL_contigs	Trichothecium ovalisporum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		66.0414	1.69376e-09	4/10000	True
GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	10	GCA_028828245.1_ASM2882824v1	Penicillium lividum	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes		Ascomycota		66.0414	1.81542e-09	4/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	1	GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.4967	0	8177/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	2	GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.4758	0	8112/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	3	GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.3361	0	7697/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	4	GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.2923	0	7573/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	5	GCA_057558165.1_FM_MARS-9.1_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.1871	0	7287/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	6	GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.0918	0	7041/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	7	GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.9290	0	6647/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	8	GCA_003012115.1_Spicellum_roseum_DAOM209012_SROSE_contigs	Trichothecium sympodiale	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		66.0414	3.33205e-09	4/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	9	GCA_003012195.1_Spicellum_ovalisporum_DAOM186447_SOVAL_contigs	Trichothecium ovalisporum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		66.0414	3.21938e-09	4/10000	True
GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	10	GCA_059058445.1_ASM5905844v1	Ophiostoma araucariae	Ophiostoma	Ophiostomataceae	Ophiostomatales	Sordariomycetes		Ascomycota		66.0414	2.55245e-09	4/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	1	GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.0918	0	7041/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	2	GCA_057558165.1_FM_MARS-9.1_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.9559	0	6710/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	3	GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.7851	0	6324/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	4	GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.7128	0	6170/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	5	GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.6801	0	6102/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	6	GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.5905	0	5921/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	7	GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.1070	0	5060/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	8	GCA_028828245.1_ASM2882824v1	Penicillium lividum	Penicillium	Aspergillaceae	Eurotiales	Eurotiomycetes		Ascomycota		66.0414	1.41982e-09	4/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	9	GCA_000829775.1_TcelY94_1.0	Talaromyces pinophilus	Talaromyces	Trichocomaceae	Eurotiales	Eurotiomycetes		Ascomycota		64.6720	4.28492e-07	3/10000	True
GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	10	GCA_001599015.1_JCM_9580_assembly_v001	Apiotrichum domesticum	Apiotrichum	Trichosporonaceae	Trichosporonales	Tremellomycetes		Basidiomycota		64.6720	3.39876e-07	3/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	1	GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.4967	0	8177/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	2	GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.4726	0	8102/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	3	GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.3504	0	7738/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	4	GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.0622	0	6967/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	5	GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.8947	0	6568/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	6	GCA_057558165.1_FM_MARS-9.1_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.8062	0	6370/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	7	GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.7128	0	6170/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	8	GCA_003012115.1_Spicellum_roseum_DAOM209012_SROSE_contigs	Trichothecium sympodiale	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		66.0414	3.23515e-09	4/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	9	GCA_003012195.1_Spicellum_ovalisporum_DAOM186447_SOVAL_contigs	Trichothecium ovalisporum	Trichothecium		Hypocreales	Sordariomycetes		Ascomycota		66.0414	3.12654e-09	4/10000	True
GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	10	GCA_020891255.1_Epvsp_1.0	Entomortierella parvispora	Entomortierella	Mortierellaceae	Mortierellales	Mortierellomycetes		Mortierellomycota		66.0414	3.73746e-09	4/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	1	GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.4628	0	8072/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	2	GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.3504	0	7738/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	3	GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.3361	0	7697/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	4	GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.1287	0	7135/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	5	GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.8117	0	6382/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	6	GCA_057558165.1_FM_MARS-9.1_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.6479	0	6036/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	7	GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.5905	0	5921/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	8	GCA_001599015.1_JCM_9580_assembly_v001	Apiotrichum domesticum	Apiotrichum	Trichosporonaceae	Trichosporonales	Tremellomycetes		Basidiomycota		66.0414	2.23495e-09	4/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	9	GCA_027595825.1_UCR_CbifNCRC34381_1.0	Coemansia biformis	Coemansia	Kickxellaceae	Kickxellales	Kickxellomycetes		Kickxellomycota		66.0414	1.24997e-09	4/10000	True
GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	10	GCF_003184865.1_Asphom1	Aspergillus homomorphus	Aspergillus	Aspergillaceae	Eurotiales	Eurotiomycetes		Ascomycota		66.0414	3.0722e-09	4/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	1	GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.9324	0	6655/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	2	GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.9290	0	6647/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	3	GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.8947	0	6568/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	4	GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.8117	0	6382/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	5	GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.4977	0	5741/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	6	GCA_057558165.1_FM_MARS-9.1_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.1911	0	5197/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	7	GCA_057558275.1_FM_MARS-19.38_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.1070	0	5060/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	8	GCA_001599015.1_JCM_9580_assembly_v001	Apiotrichum domesticum	Apiotrichum	Trichosporonaceae	Trichosporonales	Tremellomycetes		Basidiomycota		67.1035	1.06031e-11	5/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	9	GCA_027577255.1_UCR_CoemS100_1.0	Coemansia sp. S100	Coemansia	Kickxellaceae	Kickxellales	Kickxellomycetes		Kickxellomycota		66.0414	2.79306e-09	4/10000	True
GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	10	GCA_059058445.1_ASM5905844v1	Ophiostoma araucariae	Ophiostoma	Ophiostomataceae	Ophiostomatales	Sordariomycetes		Ascomycota		66.0414	3.27059e-09	4/10000	True
GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	1	GCA_057558075.1_FM_MARS-17.30_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.4758	0	8112/10000	True
GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	2	GCA_057558195.1_FM_MARS-52.25_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.4726	0	8102/10000	True
GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	3	GCA_057558155.1_FM_MARS-55.28_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.4628	0	8072/10000	True
GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	4	GCA_057558295.1_FM_MARS-14.71_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		99.1013	0	7065/10000	True
GCA_057558045.1_FM_MARS-82.9_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura	5	GCA_057558035.1_FM_MARS-62.17_MAG_AntObs_1.0	Ascomycota sp. Antarctolithica obscura						Ascomycota		98.9324	0	6655/10000	True
